Title,Developer(s) 
Friends: Seishun no Kagayaki,F&C
Frogger: Ancient Shadow,Hudson Soft
Frogger Beyond •FroggerJP,Konami
Frogger: The Great Quest,Konami
Frogger's Adventures: The Rescue •Frogger RescueJP,Konami
From Russia with Love •007: Russia Yori Ai OkometeJP,EA Redwood Shores
Front Mission 4,Square Enix
Front Mission 5: Scars of the War,Square Enix
Front Mission Online,Square Enix
Fruit Machine Mania,Liquid Games
Fruitfall,Phoenix Games
Fugitive Hunter: War on Terror,Black Ops Entertainment
Fukakutei Sekai no Tantei Shinshi: Akugyou Futaasa no Jiken File,Abel Software
Full House Kiss,Tenky
Full House Kiss 2,Tenky
Full Spectrum Warrior,Pandemic Studios
Full Spectrum Warrior: Ten Hammers •Full Spectrum Warrior 2: Ten HammersJP,Pandemic Studios
Fullmetal Alchemist 2: Curse of the Crimson Elixir •Hagane no Renkinjutsushi 2: Akaki Elixir no AkumaJP,Racjin
Fullmetal Alchemist 3: The Girl who Succeeds God •Hagane no Renkinjutsushi 3: Kami o Tsugu ShoujoJP,Racjin
Fullmetal Alchemist and the Broken Angel •Hagane no Renkinjutsushi: Tobenai TenshiJP,Racjin
Fullmetal Alchemist: Dream Carnival •Hagane no Renkinjutsushi: Dream CarnivalJP,Eighting
Fur Fighters: Viggo's Revenge,Bizarre Creations
Furasera: Hurrah! Sailor,Datam Polystar
Furry Tales,Mad Monkey
Fushigi no Kuni no Alice,Global A
Fushigi no Umi no Nadia: Inherit the Blue Water,Jinx
Fushigi Yuugi: Genbu Kaiten Gaiden - Kagami no Miko,Idea Factory
Fushigi Yuugi: Suzaku Ibun,Idea Factory
Futakoi,Alpha Unit
Futakoi Alternative,Marvelous Entertainment
Futakoi: Koi to Mizugi no Survival,Alpha Unit
Futari no Fantavision,SCEJ
Futurama,Unique Development Studios
Future Tactics: The Uprising,Zed Two
Fuun Bakumatsuden,Genki
Fuuraiki,FOG Inc.
Fuuraiki 2,FOG Inc.
Fuuun Shinsengumi,Genki
Fuuun Super Combo,SNK Playmore
G-Force (2006),Mere Mortals
G-Force,Eurocom
G-Saviour,Atelier-Sai
G-Taste Mahjong,Psikyo
G.I. Joe: The Rise of Cobra,Double Helix Games
G1 Jockey •G1 Jockey 2 2001JP,Koei/Inis
G1 Jockey 2,Koei/Inis
G1 Jockey 3 •G1 Jockey 3 + Winning Post 5 Maximum 2002JP,Koei/Inis
G1 Jockey 3 2003,Koei/Inis
G1 Jockey 3 2005 Nendoban,Koei
G1 Jockey 4 •G1 Jockey 4 + Winning Post 7 Twin PackJP,Koei
G1 Jockey 4 2006,Koei
G1 Jockey 4 2007,Koei
G1 Jockey 4 2008,Koei
Gacharoku,Agenda
Gacharoku 2: Kondo wa Sekai Isshuu yo!!,Agenda
Gachinko Pro Yakyuu,Now Production
Gadget & the Gadgetinis,EKO Software
Gadget Racers •Choro Q HGJP •Penny RacersPAL,Barnhouse Effect
Gadget Racers •Choro Q HG 3JP,Takara
Gaelic Games: Football,IR Gurus
Gaelic Games: Football 2,IR Gurus
Gaelic Games: Hurling,IR Gurus
Gaika no Gouhou: Air Land Force,Koei
Gakkou o Tsukurou!! Happy Days,Marvelous Entertainment
Gakuen Alice: KiraKira Memory Kiss,Kids Station
Gakuen Heaven: Boy's Love Scramble!,Spray
Gakuen Heaven: Boy's Love Scramble: Type B,Spray
Gakuen Heaven: Okawari! Boy's Love Attack!,Spray
Gakuen Toshi Vara Noir,Idea Factory
Gakuen Utopia: Manabi Straight! KiraKira Happy Festa!,Marvelous Entertainment
Galactic Wrestling: Featuring Ultimate Muscle •Kinnikuman GenerationsJP,AKI Corp.
Galaxy Angel,Broccoli
Galaxy Angel II: Eigou Kaiki no Koku,Broccoli
Galaxy Angel II: Mugen Kairou no Kagi,Broccoli
Galaxy Angel II: Zettairyouiki no Tobira,Broccoli
Galaxy Angel: Eternal Lovers,Broccoli
Galaxy Angel: Moonlit Lovers,Broccoli
Galerians: Ash,Polygon Magic
Gallop Racer 2001 •Gallop Racer 5JP,Tecmo
Gallop Racer 2003: A New Breed •Gallop Racer 6: RevolutionJP •At the Races Presents Gallop RacerPAL,Tecmo
Gallop Racer 2004 •Gallop Racer Lucky 7JP •Gallop Racer 2PAL,Tecmo
Gallop Racer 2006 •Gallop Racer 8: Live Horse RacingJP,Tecmo
Gallop Racer Inbreed,Tecmo
Gambler Densetsu Tetsuya,Athena
Gambler Densetsu Tetsuya Digest,Athena
Gambler Densetsu Tetsuya: Kurouto Choujou Kessen,Athena
Game Center USA: Midway Arcade Treasures,Success
Game ni Nattayo! Dokuro-chan,Idea Factory
Game Select 5 Wa,Yuki
Game Select 5 You,Yuki
Games Galaxy 2,Phoenix Games
Gantz: The Game,Konami
Garfield,The Code Monkeys
Garfield: A Tale of Two Kitties •Garfield 2PAL,Asobo Studio
Garfield: Lasagna World Tour,EKO Software
Garfield: Saving Arlene •Garfield: Arleene o Sukue!JP,EKO Software
Garou: Mark of the Wolves,SNK Playmore
Garouden Breakblow,Opus
Garouden Breakblow: Fist or Twist,Opus
Gauntlet: Dark Legacy,Midway Games West
Gauntlet: Seven Sorrows,Midway Games
Gecko Blaster,Phoenix Games
Gegege no Kitarou: Ibun Youkai Kitan,WinkySoft
The Gekai •Simple 2000 Series Vol. 58: The GekaiJP,Vingt-et-un Systems
Gekikuukan Pro Yakyuu: At the End of the Century 1999,SquareSoft
Gekitou Pro Yakyuu,Wow Entertainment
Gendai Daisenryaku: Isshoku Sokuhatsu - Gunji Balance Houkai,SystemSoft
Gene Troopers,Caludron Ltd.
Generation of Chaos,Idea Factory
Generation of Chaos III: Toki no Fuuin,Idea Factory
Generation of Chaos IV •Shinten Makai: Generation of Chaos IVJP,Idea Factory
Generation of Chaos Desire,Idea Factory
Generation of Chaos Next,Idea Factory
"Genji: Dawn of the Samurai •GenjiAS, JP, KO, PAL",Game Republic
Genshi no Kotoba,Sony Computer Entertainment
Georama Sensen Ijou Nashi: Stalingrad e no Michi,Marionette
George of the Jungle and the Search for the Secret •George of the JungleEU,Crave Entertainment
Germany's Next Topmodel 2009,SevenOne Intermedia
Get On Da Mic,A2M
Get Ride! AMDriver: Soukoku no Shinjitsu,WinkySoft
The Getaway,Team Soho
The Getaway: Black Monday,London Studio
GetBackers Dakkanya: Dakkandayo! Zenin Shuugou!!,Konami
GetBackers Dakkanya: Ubawareta Mugenjou,Konami
GetBackers Dakkanya: Urashinshiku Saikyou Battle,Konami
Getsumento Heiki Mina: Futatsu no Project M,Idea Factory
"Ghost in the Shell: Stand Alone Complex •Koukaku Kidoutai: Stand Alone ComplexJP, KO",Cavia
Ghost Master: The Gravenville Chronicles,Empire Interactive
Ghost Rider,Climax Group
Ghost Vibration,Artoon
Ghostbusters: The Video Game,Red Fly Studio
Ghosthunter,SCE Studio Cambridge
Giant Robo: The Animation - Chikyuu ga Seishisuru Hi,Tamsoft
Giants: Citizen Kabuto,Planet Moon Studios
Gift,EKO Software
Gift: Prism,Moonstone
Gigawing Generations •Yokushin: Giga Wing GenerationsJP,Takumi Corporation
Gin no Eclipse,NIne'sFox
Gintama Gin-San to Issho! Boku no Kabuki Machi Nikki,Bandai Namco Games
Girl Zone,Mere Mortals
Girls Bravo: Romance 15's,Kadokawa Games
GitaDora! Guitar Freaks 4th Mix & DrumMania 3rd Mix,Konami
Gitaroo Man,Koei/Inis
Gladiator: Sword of Vengeance,Acclaim Studios Manchester
Gladius,LucasArts
Glass Rose •Garasu no BaraJP,Cing
Global Defence Force •Simple 2000 Series Vol. 81: The Chikyuu Boueigun 2JP •The Terra Defence Force 2KO,Sandlot
Global Defence Force: Tactics •Simple 2000 Series Vol. 103: The Chikyuu Boueigun TacticsJP,Sandlot
Global Folktale,Idea Factory
Global Touring Challenge: Africa,Rage Software
"Go, Diego, Go! Great Dinosaur Rescue",High Voltage Software
"Go, Diego, Go! Safari Rescue",High Voltage Software
Go Go Copter •PuchiCopterJP,Aqua Systems
Go Go Golf •Magical Sports Go Go GolfJP,Mahou
Go Kart Rally,Phoenix Games
Goblin Commander: Unleash the Horde,Jaleco Entertainment
Gobuato no Sekai,Media Factory
God Hand,Clover Studio
God of War,Santa Monica Studio
God of War II •God of War II: Shuuen No JokyokuJP,Santa Monica Studio
Godai Elemental Force,3DO
The Godfather •Der PateDE •El PadrinoES •Il PadrinoIT •Le ParrainFR,Page 44 Studios
Godzilla: Save the Earth •Godzilla Kaijuu Dairansen: Chikyuu Saishuu KessenJP,Pipeworks Studios
Godzilla: Unleashed,Pipeworks Studios
Gokujou Seitokai,Konami
Gokuraku Jan Premium,Enterbrain
Gold X,Aruze
Golden Age of Racing,Brain in a Jar
The Golden Compass,Shiny Entertainment
GoldenEye: Rogue Agent •GoldenEye: Dark AgentJP,Electronic Arts
Golf Navigator Vol. 1,Dual
Golf Navigator Vol. 2,Dual
Golf Navigator Vol. 3,Dual
Golf Navigator Vol. 4,Dual
Golf Paradise DX,T&E Soft
Goosebumps HorrorLand,Gusto Games
Gradius III and IV •Gradius III and IV: Fukkatsu no ShinwaJP,Konami
Gradius V,Konami
Graffiti Kingdom •Rakugaki Oukoku 2JP,Taito
Gran Turismo 3 A-Spec,Polyphony Digital
Gran Turismo 4,Polyphony Digital
Gran Turismo 4 Prologue •Gran Turismo 4: Prologue EditionJP,Polyphony Digital
Gran Turismo Concept: 2001 Tokyo,Polyphony Digital
Gran Turismo Concept 2002 Tokyo-Geneva,Polyphony Digital
Gran Turismo Concept 2002 Tokyo-Seoul,Polyphony Digital
Grand Prix Challenge,Infogrames Melbourne House
Grand Theft Auto III,DMA Design
Grand Theft Auto: Liberty City Stories,Rockstar Leeds
Grand Theft Auto: San Andreas,Rockstar North
Grand Theft Auto: Vice City,Rockstar North
Grand Theft Auto: Vice City Stories,Rockstar Leeds
Grandia II,Game Arts
Grandia III,Game Arts
Grandia Xtreme,Game Arts
Gravity Games Bike: Street. Vert. Dirt.,Midway Games
The Great British Football Quiz,Liquid Games
The Great Escape •Daidassou: The Great EscapeJP,Pivotal Games
Green Green: Kane no Oto Dynamic,Success
Green Green: Kane no Oto Romantic,Success
Greg Hastings Tournament Paintball MAX'D,The Whole Experience
Gregory Horror Show •Gregory Horror Show: Soul CollectorJP,Capcom
Gretzky NHL 06,Page 44 Studios
Gretzky NHL 2005,Page 44 Studios
The Grim Adventures of Billy & Mandy,High Voltage Software
GrimGrimoire,Vanillaware
Grooverider: Slot Car Racing,King of the Jungle
Growlanser II: The Sense of Justice,Career Soft
Growlanser III: The Dual Darkness,Career Soft
Growlanser IV: Wayfarer of the Time,Career Soft
Growlanser IV: Wayfarer of the Time - Return,Career Soft
Growlanser VI: Precarious World,Career Soft
Growlanser: Heritage of War •Growlanser V GenerationsJP,Career Soft
GT Racers,Aqua Pacific
GT-R 400,Kuju Entertainment
GT-R Touring,Kuju Entertainment
Guardian Angel,Vridge
Guerrilla Strike,Phoenix Games
Guilty Gear Isuka,Arc System Works
Guilty Gear X,Arc System Works
Guilty Gear X Plus,Arc System Works
Guilty Gear X2 •Guilty Gear XX: The Midnight CarnivalJP,Arc System Works
Guilty Gear X2 #Reload •Guilty Gear XX: The Midnight Carnival #ReloadJP,Arc System Works
Guilty Gear XX: Accent Core,Arc System Works
Guilty Gear XX: Accent Core Plus,Arc System Works
Guilty Gear XX: Slash,Arc System Works
Guisard Revolution: Bokura wa Omoi o Mi ni Matou,KID
GuitarFreaks 3rd Mix & DrumMania 2nd Mix,Konami
GuitarFreaks & DrumMania: Masterpiece Gold,Konami
GuitarFreaks & DrumMania: Masterpiece Silver,Konami
GuitarFreaks V & DrumMania V,Konami
GuitarFreaks V2 & DrumMania V2,Konami
GuitarFreaks V3 & DrumMania V3,Konami
Guitar Hero,Harmonix
Guitar Hero II,Harmonix
Guitar Hero III: Legends of Rock,Neversoft
Guitar Hero 5,Budcat Creations
Guitar Hero: Aerosmith,Budcat Creations
Guitar Hero Encore: Rocks the 80s,Harmonix
Guitar Hero: Metallica,Neversoft
Guitar Hero Smash Hits •Guitar Hero: Greatest HitsPAL,Beenox
Guitar Hero: Van Halen,Neversoft
Guitar Hero World Tour,Budcat Creations
Gumball 3000,Climax Studios
Gun,Neversoft
Gunbird Special Edition •Gunbird 1 & 2 JP •Gunbird Premium PackageKO,Neversoft
Guncom 2 •Death Crimson OX+JP,Ecole Software
Gundam Musou Special,Koei
Gunfighter II: Revenge of Jesse James,Rebellion Developments
Gungrave,Red Entertainment
Gungrave: Overdose •Gungrave ODJP,Red Entertainment
Gungriffon Blaze,Game Arts
Gunparade Orchestra: Ao no Shou,Alfa System
Gunparade Orchestra: Midori no Shou,Alfa System
Gunparade Orchestra: Shiro no Shou,Alfa System
Gunslinger Girl Volume I,Marvelous Entertainment
Gunslinger Girl Volume II,Marvelous Entertainment
Gunslinger Girl Volume III,Marvelous Entertainment
Gunvari Collection + Time Crisis,Namco
Guts da!! Mori no Ishimatsu,Aruze Corporation
The Guy Game,Topheavy Studios
H2O+: Footprints in the Sand,Makura
Habitrail Hamster Ball,Data Design Interactive
Hachi-One Diver,SilverStar
Hai-Shin 3,DigiCube
Hajime no Ippo 2: Victorious Road,ESP Software
Hajime no Ippo: Victorious Boxers - Championship Version,ESP Software
The Hajimete no RPG •Simple 2000 Series Vol. 44: The Hajimete no RPGJP,HuneX
Hakarena Heart: Kimi ga Tame ni Kagayaki o,Russel
Hakoniwa Tetsudou: Blue Train Tokkyuuhen,Success
Hakuouki,Idea Factory
Hakuouki: Reimeiroku,Idea Factory
Hakuouki: Zuisouroku,Idea Factory
Hakushaku to Yousei: Yume to Kizuna ni Omoi Hasete,5pb
Half-Life,Gearbox Software
Hametsu no Mars,Design Factory
Hamster Heroes,Data Design Interactive
Hana to Otome ni Shukufuku o: Harukaze no Okurimono,Alchemist
Hana to Taiyou to Ame to,Grasshopper Manufacture
Hanabi Hyakkei,Aruze Corporation
Hanabi Shokunin Ninarou 2,Mahou
Hanafuda •SuperLite 2000 Table: HanafudaJP,Success
Hanakisou,HaccaWorks
The Hanasou Eigo no Tabi •Simple 2000 Series Vol. 76: The Hanasou Eigo no TabiJP,HuneX
The Hanasou Kankokugo no Tabi •Simple 2000 Series Vol. 77: The Hanasou Kankokugo no TabiJP,HuneX
Hanayoi Romanesque: Ai to Kanashimi Sore wa Kimi no Tame no Aria,Vridge
Hanjuku Eiyuu 4: 7-Jin no Hanjuku Eiyuu,Square Enix
Hanjuku Eiyuu Tai 3D,Square Enix
Hannspree Ten Kate Honda SBK •SBK-07 Superbike World ChampionshipEU •SBK: Superbike World Championship 2007AU,Milestone srl
Hansel & Gretel,Phoenix Games
Hanuman: Boy Warrior,Aurona
Happiness! De-Lucks,Marvelous Entertainment
Happy Breeding: Cheerful Party,PrincessSoft
Happy Feet,A2M
Happy! Happy!! Boarders in Hokkaido,Racjin
Hard Hitter Tennis •Magical Sports: Hard Hitter 2JP •Hard Hitter 2EU,Magical Company
Hard Knock High •Simple 2000 Series Vol. 107: The Honoo no Kakutou BanchouJP,Opus
Hard Rock Casino,FarSight Studios
Hardware: Online Arena,London Studio
Harley-Davidson Motorcycles: Race to the Rally,Fun Labs
Harry Potter and the Chamber of Secrets •Harry Potter to Himitsu no HeyaJP,Eurocom
Harry Potter and the Goblet of Fire,EA UK
Harry Potter and the Half-Blood Prince,EA Bright Light
Harry Potter and the Order of the Phoenix •Harry Potter to Fushichou no KishidanJP,Electronic Arts
Harry Potter and the Prisoner of Azkaban •Harry Potter to Azkaban no ShuujinJP,Electronic Arts
Harry Potter and the Sorcerer's Stone •Harry Potter and the Philosopher's StoneEU •Harry Potter to Kenja no IshiJP,Warthog
Harry Potter: Quidditch World Cup,EA UK
Haru no Ashioto: Step of Spring,Alchemist
Harukanaru Toki no Naka de 2 •Harukanaru Toki no Naka de 2 + 1JP,Koei
Harukanaru Toki no Naka de 3,Koei
Harukanaru Toki no Naka de 3: Izayoiki,Koei
Harukanaru Toki no Naka de 3: Unmei no Labyrinth,Koei
Harukanaru Toki no Naka de 4,Koei
Harukanaru Toki no Naka de: Hachiyoushou,Koei
Harukanaru Toki no Naka de: Maihitoyo,Koei
Harukanaru Toki no Naka de: Yumenoukihashi Special,Koei
Harvest Moon: A Wonderful Life •Bokujou Monogatari: Oh! Wonderful LifeJP,Tose
Harvest Moon: Save the Homeland •Bokujou Monogatari 3: Heart ni Hi o TsuketeJP,Victor Interactive Software
Harvey Birdman: Attorney at Law,High Voltage Software
Hasbro Family Game Night,EA Bright Light
Hatsukoi: First Kiss,PrincessSoft
The Haunted Mansion,High Voltage Software
Haunting Ground •DementoJP,Capcom
Haven: Call of the King,Traveller's Tales
Hawk-Kawasaki Racing,Infusion Games
Hayarigami 2: Keishichou Kaii Jiken File,Nippon Ichi Software
Hayarigami: Keishichou Kaii Jiken File,Nippon Ichi Software
Hayarigami Revenge: Keishichou Kaii Jiken File,Nippon Ichi Software
Headhunter,Amuze
Headhunter: Redemption,Amuze
Heart no Kuni no Alice: Wonderful Wonder World,Quinrose
Heartbeat Boxing •Simple 2000 Ultimate Series Vol. 6: Love * Upper!JP,Tamsoft
Heatseeker,IR Gurus
Heavenly Guardian •Legend of SayukiEU •Yukinko Daisenpuu: Saiyuki to Koyuki no Hie Hie DaisoudouJP,Starfish SD
Heavy Metal Thunder,Media Vision
Heisei Bakutoden •SuperLite 2000 Puzzle: Heisei BakutodenJP,Kouyousha
Hello Kitty: Minna de Sugoroku •Simple 2000 Hello Kitty Series Vol. 2: Minna de SugorokuJP,Atelier Double
Hello Kitty: Roller Rescue •Hello Kitty no PikoPiko DaisakusenJP,XPEC Entertainment
Hello Kitty: Starlight Puzzle •Simple 2000 Hello Kitty Series Vol. 1: Starlight PuzzleJP,Atelier Double
Heracles: Battle with the Gods,Neko Entertainment
Heracles: Chariot Racing,Neko Entertainment
Herdy Gerdy,Core Design
Hermina to Culus,Gust
Heroes of Might and Magic: Quest for the Dragon Bone Staff,New World Computing
Heroes of the Pacific,Transmission Games
Hidden Invasion,Toka
Higanbana,Sammy Studios
High Heat Major League Baseball 2002,3DO
High Heat Major League Baseball 2003,3DO
High Heat Major League Baseball 2004,3DO
High Rollers Casino,Virtual Toys
High School Musical 3: Senior Year DANCE!,Page 44 Studios
High School Musical: Sing It!,Artificial Mind and Movement
Higurashi no Naku Koro ni Matsuri,07th Expansion
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,07th Expansion
Hiiro no Kakera •Hiiro no Kakera: AizoubanJP,Design Factory
Hiiro no Kakera: Ano Sora no Shita de,Design Factory
Hiiro no Kakera: Shin Tamayori Hime Denshou,Design Factory
Himehibi: New Princess Days!! Zoku! Ni-Gakki,Takuyo
HimeHibi: Princess Days,Takuyo
Hissatsu Pachi-Slot Evolution: Ninja Hattori-Kun V,SunSoft
Hissatsu Pachinko Evolution 2: Osomatsu-Kun,SunSoft
Hissatsu Pachinko Station V: Honoo no Bakushougun,SunSoft
Hissatsu Pachinko Station V2,SunSoft
Hissatsu Pachinko Station V3,SunSoft
Hissatsu Pachinko Station V4,SunSoft
Hissatsu Pachinko Station V5,SunSoft
Hissatsu Pachinko Station V6,SunSoft
Hissatsu Pachinko Station V7,SunSoft
Hissatsu Pachinko Station V8,SunSoft
Hissatsu Pachinko Station V9: Osomatsu-kun,SunSoft
Hissatsu Pachinko Station V10,SunSoft
Hissatsu Pachinko Station V11,SunSoft
Hissatsu Ura-Kagyou,Lightweight
Hisshou Pachinko Kouryaku Series Vol. 1: CR Shinseiki Evangelion,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 2: Bomber Powerful & Yume Yume World DX,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 3: CR Marilyn Monroe,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 4: CR Ashita Gaarusa Yoshimoto World,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion 2nd Impact * Pachi-Slot Shinseiki Evangelion,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 6: 7Cafe Keishikina Bomber Powerful 2,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 7: CR Fever Powerful Zero,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryoku Series Vol. 8: CR Matsuura Aya,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryoku Series Vol. 9: CR Fever Captain Harlock,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 10: CR Shinseiki Evangelion: Kiseki no Kachi,D3 Publisher
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion – Magokoro o, Kimi ni",D3 Publisher
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion – Shito, Futatabi",D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion – Yakusoku no Toki,D3 Publisher
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,D3 Publisher
The History Channel: Battle for the Pacific,Sand Grain Studios
The History Channel: Civil War - A Nation Divided,Cauldron
The History Channel: Civil War: Secret Missions,Cauldron
The History Channel: Great Battles of Rome,Slitherine
Hisui no Shizuku: Hiiro no Kakera 2,Design Factory
Hitman 2: Silent Assassin,IO Interactive
Hitman: Blood Money,IO Interactive
Hitman: Contracts,IO Interactive
The Hobbit •Hobbit no Bouken: Lord of the Rings Hajimari no MonogatariJP,Inevitable Entertainment
Hokenshitsu e Youkoso,PrincessSoft
Hokkahoka Sentou,Tecmo
Hokuto no Ken,Arc System Works
Home Alone,Coyote Console
Home Maid: Owari no Tachi,PrincessSoft
Homerun •Magical Sports 2001 Pro YakyuuJP,Mahou
Homura,Skonec
Honkakuha 2000 Series: 3D Mahjong + Janpai Tori,Magnolia
Honkakuteki Pachinko Jikki Kouryaku Series: Milky Bar and Kirakuin,Unbalance
Honoo no Takuhaibin,Success
Hooligan: Kimi no Naka no Yuuki,Frontwing
Hoppie,Phoenix Games
Horse Breaker,Koei/Inis
Horsez •Pippa Funnell: Take the ReinsUK •Alexandra Ledermann: School of ChampionsFR,MTO
Hoshi Furu,Piacci
Hoshi no Furu Toki,Design Factory
Hoshigari Empusa,Takuyo
Hoshiiro no Okurimono,Takuyo
Hot Shots Golf 3 •Minna no Golf 3JP,Clap Hanz
Hot Shots Golf Fore! •Everybody's GolfEU •Minna no Golf 4JP •Everybody's Golf 4KO,Clap Hanz
Hot Shots Golf Online •Minna no Golf OnlineJP,Clap Hanz
Hot Shots Tennis •Everybody's TennisPAL •Minna no TennisJP,Clap Hanz
Hot Wheels: Beat That!,Eutechnyx
Hot Wheels: Stunt Track Challenge,Climax Group
Hot Wheels Velocity X,Beyond Games
Hot Wheels World Race,Climax Group
Houkago no Love Beat •Simple 2000 Ultimate Series Vol. 27: Houkago no Love BeatJP,HuneX
Houkago wa Gin no Shirabe,Fupac
Houshin Engi 2,Koei
Hresvelgr,Gust
HSX HyperSonic.Xtreme •G-SurfersEU,Blade Interactive
Hudson Selection Vol. 3: PC Genjin,Hudson Soft
Hudson Selection Vol. 4: Takahashi Meijin no Bouken Jima,Hudson Soft
Hugo: Bukkazoom!,ITE Media
Hugo: Cannon Cruise,ITE Media
Hugo: Magic In The Troll Woods,Attractive Games
Hulk,Radical Entertainment
Hummer Badlands,Eutechnyx
Hungry Ghosts (PlayStation 2 game)Hungry Ghosts,Deep Space
Hunter: The Reckoning: Wayward,High Voltage Software
Hunter X Hunter: Ryumyaku no Saidan,Konami
The Hustle: Detroit Streets,Blade Interactive
Hyakko: Yorozuya Jikenbo!,5pb
Hype: The Time Quest,Ubisoft Montreal
Hyper Street Fighter II: The Anniversary Edition,Capcom
I Love Baseball: Pro Yakyuu o Koyonaku Aisuru Hitotachi e,Sammy Studios
I-Ninja,Argonaut Games
I/O,Regista
I.Q. Remix+: Intelligent Qube,Sugar and Rockets
I's Pure,Regista
Ibara,Cave
Ice Age 2: The Meltdown,Eurocom
Ice Age: Dawn of the Dinosaurs •Ice Age 3: Dawn of the DinosaursPAL,Eurocom
Ichigeki Sacchuu!! HoiHoi-San,Konami
Ichigo 100% Strawberry Diary,Alpha Unit
Ichigo Mashimaro,ASCII Media Works
Ico,Team Ico
Ide Yosuke no Mahjong Kazoku 2,Opus
Idol Janshi R: Janguru Project,Pacific Century Cyber Works
Idol Janshi Suchie-Pai IV,Jaleco Entertainment
Igo •SuperLite 2000 Table: IgoJP,Success
The Igo •Simple 2000 Honkaku Shikou Series Vol. 2: The IgoJP,Yuki
Igo 4 •Value 2000 Series: Igo 4JP,Magnolia
IGPX: Immortal Grand Prix,Namco Bandai Games
IHRA Drag Racing 2,Bethesda Softworks
IHRA Drag Racing: Sportsman Edition,Bethesda Softworks
IHRA Professional Drag Racing 2005,Bethesda Softworks
Iinazuke,PrincessSoft
Ikki Tousen: Shining Dragon,Marvelous Entertainment
Ikuze! Onsen Takkyuu!!,Psikyo
Impossible Mission,System 3
In the Groove,Roxor Games
Inaka Kurashi: Nan no Shima no Monogatari,Polygon Magic
The Incredible Hulk,Edge of Reality
The Incredible Hulk: Ultimate Destruction,Radical Entertainment
The Incredibles,Heavy Iron Studios
The Incredibles: Rise of the Underminer,Heavy Iron Studios
Indiana Jones and the Emperor's Tomb,The Collective
Indiana Jones and the Staff of Kings,Artificial Mind and Movement
"Indigo Prophecy •FahrenheitJP, PAL",Quantic Dream
IndyCar Series,Brain in a Jar
IndyCar Series 2005,Codemasters
Initial D Special Stage,Sega Rosso
Initial D - Takahashi Ryosuke no Typing Saisoku Riron •Kashiramoji D: Takahashi Ryosuke no Typing Saisoku RironJP,e Frontier
Innocent Life: A Futuristic Harvest Moon •Kashiramoji D: Takahashi Ryosuke no Typing Saisoku RironJP,ArtePiazza
Inspector Gadget: Mad Robots Invasion,Silmarils
Intellivision Lives!,Realtime Associates
Interlude,Longshot
International Cricket Captain III,Empire Interactive
International Cue Club 2,Midas Interactive Entertainment
International Golf Pro,Aqua Pacific
International Pool Championship,Play It!
International Snooker Championship,Play It!
International Super Karts,Midas Interactive Entertainment
International Superstar Soccer •Jikkyou World Soccer 2000JP,Konami
International Superstar Soccer 2,Konami
International Superstar Soccer 3,Konami
International Tennis Pro,Aqua Pacific
Internet Igo,Success
Internet Mahjong,Success
Internet Othello,Success
Internet Shogi,Success
InuYasha: Feudal Combat •Inuyasha: Okugi RanbuJP,Eighting
InuYasha: The Secret of the Cursed Mask •Inuyasha: Juuso no KamenJP,Kamui
Iridium Runners,Plystos Entertainment
Iris,KID
Iron Aces 2: Birds of Prey •KuusenJP,Opera House
Iron Chef,Phoenix Games
Iron Man,Artificial Mind and Movement
Iron Sea •Simple 2000 Series Vol. 51: The SenkanJP,Tamsoft
Ishikura Noboru no Igo Kouza: Chuukyuuhen,Unbalance
Ishikura Noboru no Igo Kouza: Joukyuuhen,Unbalance
Ishikura Noboru no Igo Kouza: Nyuumonhen,Unbalance
Island Xtreme Stunts,Silicon Dreams Studio
Itadaki Street 3: Okumanchouja ni Shite Ageru!,Crea-Tech
The Italian Job,Climax Studios
"Itsuka, Todoku, Ano Sora ni",Russel Corporation
Izayoi Renka,Chise
Izumo 2,Studio e.go!
Izumo 2: Gakuen Kyousoukyoku,Studio e.go!
Izumo Complete,Studio e.go!
Izumo Zero,Studio e.go!
J.League Pro Soccer Club o Tsukurou! '04,Smilebit
J.League Pro Soccer Club o Tsukurou! 3,Smilebit
J.League Pro Soccer Club o Tsukurou! 5,Sega
J.League Tactics Manager,Sammy Studios
J.League Winning Eleven 10 + Europa League 06-07,Konami
J.League Winning Eleven 2007 Club Championship,Konami
